"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Sana Iyengar""","""1""","""Intellectual Property Law Labor Law Corporate Law""","""5.0""","""bengali, marathi, odia""","""Supreme Court""","""421.3887810903421""","""81.08244456076488""","""Mann PLC""","""Kolkata""","""yes""","""Individuals""","""male"""
"""Dhanush Kulkarni""","""23""","""Corporate Law Immigration Law Immigration Law""","""4.0""","""assamese, marathi, telugu""","""District Court""","""106.67328847137526""","""97.17210863333712""","""Ratti Inc""","""Chennai""","""no""","""Small Businesses""","""male"""
"""Tarini Bora""","""21""","""Tax Law Human Rights Law Media Entertainment Law""","""4.0""","""tamil, telugu, urdu""","""High Court""","""456.3938781721894""","""81.34156911434144""","""Ramesh""","""Bangalore""","""no""","""Small Businesses""","""female"""
"""Ira Gaba""","""19""","""Immigration Law Civil Law Intellectual Property Law""","""4.0""","""assamese, bengali, tamil""","""District Court""","""438.9037710177007""","""92.28788824346424""","""Vyas""","""Mumbai""","""no""","""Small Businesses""","""female"""
"""Bhamini Basu""","""16""","""Intellectual Property Law Tax Law Constitutional Law""","""1.0""","""hindi, marathi, punjabi""","""Specialized Court""","""259.06224399766074""","""66.7269386854781""","""Balan-Sharaf""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Yakshit Chawla""","""29""","""Immigration Law Family Law Intellectual Property Law""","""4.0""","""kannada""","""District Court""","""384.9656919367958""","""123.21494913834894""","""Kothari-Sahota""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Jayant Manda""","""19""","""Intellectual Property Law Banking Finance Law Corporate Law""","""4.0""","""assamese, hindi, urdu""","""Supreme Court""","""328.750283218169""","""69.78436154535895""","""Kala-Sethi""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Khushi Vaidya""","""4""","""Constitutional Law Banking Finance Law Intellectual Property Law""","""""","""kannada, punjabi, tamil""","""High Court""","""411.3840390519852""","""""","""Lad""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Siya Bath""","""29""","""Civil Law Immigration Law Criminal Law""","""3.0""","""gujarati, malayalam, punjabi""","""Supreme Court""","""244.31229535366043""","""89.51278446236859""","""Biswas Inc""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Indrajit Brahmbhatt""","""28""","""Immigration Law Labor Law Real Estate Law""","""4.0""","""hindi, urdu""","""Specialized Court""","""403.6138179099575""","""118.69032201535194""","""Sule-Gokhale""","""Mumbai""","""no""","""Individuals""","""male"""
"""Vaibhav Rastogi""","""18""","""Tax Law Media Entertainment Law Intellectual Property Law""","""5.0""","""malayalam, odia, tamil""","""District Court""","""258.1055676793165""","""70.1273132860089""","""Balan-Yadav""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Anahi Babu""","""2""","""Intellectual Property Law Environmental Law Media Entertainment Law""","""4.0""","""hindi, kannada, tamil""","""Supreme Court""","""473.4346045292572""","""119.75556203218127""","""Tak-Sharma""","""Hyderabad""","""no""","""Individuals""","""female"""
"""Anay Jani""","""1""","""Banking Finance Law Corporate Law Civil Law""","""1.0""","""gujarati, marathi, telugu""","""Supreme Court""","""268.8674453713164""","""101.35765231653032""","""Cherian LLC""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Mohanlal Saxena""","""15""","""Real Estate Law Banking Finance Law Environmental Law""","""1.0""","""gujarati, hindi, kannada""","""Supreme Court""","""258.17867237017833""","""96.2564298663487""","""Balakrishnan""","""Kolkata""","""no""","""Individuals""","""male"""
"""Jivin Ray""","""5""","""Consumer Protection Law Labor Law Human Rights Law""","""1.0""","""assamese, odia, punjabi""","""Supreme Court""","""403.2823377035807""","""75.23049469473067""","""Ben LLC""","""Mumbai""","""no""","""Individuals""","""female"""
"""Vivaan Bhavsar""","""20""","""Labor Law Banking Finance Law Environmental Law""","""4.0""","""kannada, punjabi, tamil""","""Specialized Court""","""419.7099612923771""","""98.5671186305711""","""Bora-Bora""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Saira De""","""11""","""Human Rights Law Media Entertainment Law Tax Law""","""2.0""","""gujarati, hindi""","""Specialized Court""","""299.52010144452686""","""79.147700663703""","""Ratta""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Purab Sami""","""10""","""Real Estate Law Environmental Law Corporate Law""","""""","""bengali, malayalam""","""District Court""","""130.9090160727839""","""""","""Jayaraman Group""","""Delhi""","""yes""","""Small Businesses""","""male"""
"""Misha Ben""","""2""","""Criminal Law Medical Law Labor Law""","""4.0""","""bengali, malayalam, odia""","""District Court""","""260.4912039309108""","""75.434069563384""","""Lall-Dar""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Adira Virk""","""3""","""Civil Law Intellectual Property Law Consumer Protection Law""","""2.0""","""bengali, gujarati, kannada""","""High Court""","""485.63262630935526""","""88.30262258315874""","""Loyal-Basak""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Ivan Bath""","""23""","""Civil Law Real Estate Law Consumer Protection Law""","""2.0""","""hindi, tamil, urdu""","""Specialized Court""","""388.8437868676333""","""81.67090367980242""","""Gade Inc""","""Bangalore""","""yes""","""Large Corporations""","""male"""
"""Vardaniya Apte""","""23""","""Real Estate Law Civil Law Civil Law""","""4.0""","""bengali, marathi, urdu""","""Supreme Court""","""415.0231717456095""","""75.18715556359508""","""Sanghvi LLC""","""Chennai""","""no""","""Individuals""","""female"""
"""Krish D’Alia""","""12""","""Human Rights Law Media Entertainment Law Banking Finance Law""","""4.0""","""kannada, marathi, urdu""","""Supreme Court""","""64.77147446865806""","""101.11979725361871""","""Saran-Ben""","""Kolkata""","""no""","""Large Corporations""","""male"""
"""Rati Dhillon""","""20""","""Banking Finance Law Constitutional Law Criminal Law""","""2.0""","""hindi, kannada, punjabi""","""High Court""","""260.5367581853719""","""98.03188121114452""","""Mani-Lata""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Vritika Tiwari""","""5""","""Corporate Law Intellectual Property Law Family Law""","""2.0""","""gujarati, punjabi""","""Supreme Court""","""340.9795101458999""","""108.13515298351496""","""Sami""","""Kolkata""","""yes""","""Small Businesses""","""female"""
"""Vritika Luthra""","""5""","""Constitutional Law Immigration Law Criminal Law""","""2.0""","""kannada, marathi, punjabi""","""High Court""","""423.5147076326336""","""63.30187337687749""","""Soman""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Aarna Doctor""","""6""","""Immigration Law Intellectual Property Law Environmental Law""","""4.0""","""malayalam, marathi, punjabi""","""District Court""","""72.17314411224716""","""105.96256053511566""","""Chadha""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Hrishita Sur""","""9""","""Media Entertainment Law Immigration Law Labor Law""","""""","""assamese, malayalam, telugu""","""Specialized Court""","""433.5974985388429""","""""","""Badal Ltd""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Vritika Hayre""","""2""","""Tax Law Constitutional Law Labor Law""","""1.0""","""bengali, gujarati, tamil""","""High Court""","""296.78042153386025""","""83.22538366234579""","""Dora and Sons""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Romil Arya""","""21""","""Civil Law Criminal Law Civil Law""","""4.0""","""bengali, odia, punjabi""","""Supreme Court""","""138.79128675922698""","""118.42722918163454""","""Manne and Sons""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Sana Sachdev""","""12""","""Real Estate Law Media Entertainment Law Tax Law""","""1.0""","""gujarati, tamil""","""High Court""","""192.764847402365""","""86.0525809191026""","""Ramachandran""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Elakshi Chadha""","""3""","""Real Estate Law Environmental Law Corporate Law""","""3.0""","""gujarati, malayalam, odia""","""District Court""","""176.86829828820234""","""69.4138539365804""","""Bhatt-Garde""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Anaya Ravel""","""20""","""Constitutional Law Civil Law Human Rights Law""","""4.0""","""hindi, tamil, telugu""","""Supreme Court""","""288.88656542981414""","""85.41551336389807""","""Chaudhary-Sarraf""","""Delhi""","""no""","""Individuals""","""female"""
"""Nishith Bakshi""","""26""","""Banking Finance Law Medical Law Medical Law""","""3.0""","""kannada, malayalam, marathi""","""District Court""","""73.25855596000932""","""105.72305951512914""","""Chandran-Hayer""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Sana Din""","""22""","""Constitutional Law Tax Law Immigration Law""","""2.0""","""bengali, marathi, tamil""","""District Court""","""121.3412713249656""","""77.42735276502702""","""Desai Inc""","""Bangalore""","""yes""","""Individuals""","""male"""
"""Shray Roy""","""12""","""Family Law Tax Law Medical Law""","""2.0""","""gujarati, punjabi, urdu""","""High Court""","""415.7118695191021""","""80.9949201149027""","""Lata""","""Delhi""","""no""","""Small Businesses""","""male"""
"""Shray Sampath""","""24""","""Banking Finance Law Media Entertainment Law Real Estate Law""","""5.0""","""assamese, gujarati""","""District Court""","""109.67179583606496""","""98.90309148439786""","""Varkey""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Samiha Wali""","""17""","""Family Law Environmental Law Media Entertainment Law""","""""","""hindi, odia""","""Supreme Court""","""155.02832125615714""","""""","""Vyas-Mammen""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Hunar Balasubramanian""","""10""","""Corporate Law Family Law Civil Law""","""3.0""","""gujarati, malayalam, telugu""","""District Court""","""254.0167725218708""","""98.76934428730112""","""Wagle""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Eshani Agate""","""24""","""Medical Law Medical Law Banking Finance Law""","""2.0""","""hindi, telugu, urdu""","""District Court""","""282.7043996509987""","""93.56744311137504""","""Kulkarni-Rau""","""Delhi""","""yes""","""Individuals""","""female"""
"""Anaya Agate""","""27""","""Consumer Protection Law Banking Finance Law Labor Law""","""4.0""","""assamese, bengali, kannada""","""High Court""","""393.62471582637136""","""97.1943797932736""","""Chaudhuri Ltd""","""Delhi""","""yes""","""Small Businesses""","""female"""
"""Diya Verma""","""14""","""Consumer Protection Law Labor Law Consumer Protection Law""","""2.0""","""assamese, hindi""","""District Court""","""251.2995919997845""","""83.51548221285688""","""Gola-Rama""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Rhea Mandal""","""23""","""Corporate Law Criminal Law Family Law""","""5.0""","""kannada, urdu""","""Specialized Court""","""405.4390794659925""","""93.47596413045588""","""Maharaj-Apte""","""Kolkata""","""yes""","""Small Businesses""","""female"""
"""Adah Sami""","""17""","""Criminal Law Environmental Law Human Rights Law""","""2.0""","""gujarati, punjabi""","""High Court""","""328.25583817045583""","""76.089404914561""","""Krishnan""","""Hyderabad""","""no""","""Large Corporations""","""female"""
"""Aayush Bala""","""18""","""Medical Law Media Entertainment Law Constitutional Law""","""3.0""","""bengali, hindi, punjabi""","""High Court""","""100.8948827407201""","""109.32650433755084""","""Kashyap-Gulati""","""Kolkata""","""no""","""Individuals""","""female"""
"""Tara Suri""","""19""","""Banking Finance Law Tax Law Media Entertainment Law""","""3.0""","""assamese, gujarati, odia""","""Supreme Court""","""120.34914727677736""","""80.4858792477403""","""Goel and Sons""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Tejas Gaba""","""17""","""Corporate Law Intellectual Property Law Medical Law""","""2.0""","""malayalam, odia, telugu""","""Supreme Court""","""246.66517645239688""","""106.93271231324084""","""Chaudhari-Gandhi""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Mannat Chakrabarti""","""14""","""Intellectual Property Law Labor Law Labor Law""","""""","""odia, telugu""","""Supreme Court""","""228.6002268900678""","""""","""Varghese Group""","""Chennai""","""no""","""Individuals""","""male"""
"""Rati Krishnan""","""9""","""Constitutional Law Criminal Law Tax Law""","""3.0""","""bengali, kannada, punjabi""","""Supreme Court""","""384.5949213367826""","""93.02998516135982""","""Srinivas""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Umang Singh""","""8""","""Human Rights Law Real Estate Law Banking Finance Law""","""5.0""","""bengali, gujarati, tamil""","""Specialized Court""","""311.3317129088084""","""82.57553173663949""","""Apte-Sanghvi""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Rhea Lal""","""2""","""Consumer Protection Law Media Entertainment Law Tax Law""","""4.0""","""gujarati, malayalam""","""High Court""","""224.6598864510122""","""74.76006853247956""","""Sengupta PLC""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Aarush Issac""","""13""","""Banking Finance Law Real Estate Law Labor Law""","""5.0""","""hindi, telugu""","""District Court""","""126.84212755267352""","""63.82859418592048""","""Shan-Tandon""","""Mumbai""","""no""","""Small Businesses""","""female"""
"""Lakshit Dhaliwal""","""25""","""Tax Law Medical Law Banking Finance Law""","""1.0""","""bengali, hindi""","""Supreme Court""","""152.07669604647282""","""74.1701376211131""","""Bandi LLC""","""Delhi""","""no""","""Individuals""","""female"""
"""Inaaya  Wagle""","""7""","""Intellectual Property Law Labor Law Tax Law""","""5.0""","""hindi, punjabi, telugu""","""Supreme Court""","""308.9754583110765""","""85.14136720176117""","""Devan-Jha""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Misha Batta""","""9""","""Immigration Law Environmental Law Banking Finance Law""","""2.0""","""gujarati, malayalam, telugu""","""Supreme Court""","""240.54746220490665""","""93.17818768243326""","""Sem""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Aaina Kanda""","""22""","""Medical Law Immigration Law Civil Law""","""4.0""","""bengali, urdu""","""District Court""","""281.7173789873024""","""105.15568969924897""","""Anne-Srinivasan""","""Mumbai""","""yes""","""Individuals""","""female"""
